meetingDate,meetingId,trackName,raceTime,raceDate,raceId,raceTitle,raceNumber,raceType,raceHandicap,raceClass,raceDistance,racePrizes,raceGoing,raceForecast,raceTricast,trapNumber,trapHandicap,dogId,dogName,dogSire,dogDam,dogBorn,dogColour,dogSex,dogSeason,trainerName,ownerName,SP,resultPosition,resultMarketPos,resultMarketCnt,resultPriceNumerator,resultPriceDenominator,resultBtnDistance,resultSectionalTime,resultComment,resultRunTime,resultDogWeight,resultAdjustedTime
19/05/2024,410913,Hove,14:29:00,19/05/2024,1038867,,3,Flat,False,A3,500.0,1st £155 | Others £55 Race Total £375,0,"(1-3) £8.44, (3-1) £4.85","(1-3-6) £0.00, (3-1-6) £0.00",5,,,,,,,,,,,,,,,,,,,,,,,
19/05/2024,410913,Hove,14:29:00,19/05/2024,1038867,,3,Flat,False,A3,500.0,1st £155 | Others £55 Race Total £375,0,"(1-3) £8.44, (3-1) £4.85","(1-3-6) £0.00, (3-1-6) £0.00",1,,582829,Wheres Speedy,Droopys Buick,La Linea,Jan-2020,bk,d,,S A Cahill,Mrs T J Cahill,5/1,1,4,1,5,1,DH,03.65,"Railed,Crowded1,Led 1/2",30.28,33.4,30.28
19/05/2024,410913,Hove,14:29:00,19/05/2024,1038867,,3,Flat,False,A3,500.0,1st £155 | Others £55 Race Total £375,0,"(1-3) £8.44, (3-1) £4.85","(1-3-6) £0.00, (3-1-6) £0.00",3,,627350,Opposite Opinion,Ballymac Anton,Das Eadaoin,Dec-2021,bk,d,,A J Taylor,Mr T J Harmsworth,11/8F,1,1,1,11,8,DH,03.72,"SAw,Crowded1,Mid,RanOn",30.28,34.9,30.28
19/05/2024,410913,Hove,14:29:00,19/05/2024,1038867,,3,Flat,False,A3,500.0,1st £155 | Others £55 Race Total £375,0,"(1-3) £8.44, (3-1) £4.85","(1-3-6) £0.00, (3-1-6) £0.00",6,,590778,Oilean Rona,Droopys Sydney,Rossroe Lady,Apr-2020,bk,b,Suppressed,B S Green,"Mr G Dyke,miss B S Green",4/1,3,3,1,4,1,2 1/2,03.53,"QAw,Wide,LedTo 1/2",30.49,30.9,30.49
19/05/2024,410913,Hove,14:29:00,19/05/2024,1038867,,3,Flat,False,A3,500.0,1st £155 | Others £55 Race Total £375,0,"(1-3) £8.44, (3-1) £4.85","(1-3-6) £0.00, (3-1-6) £0.00",2,,623339,Musket Gun,Brinkleys Poet,Smell The Cookie,Sep-2021,bk,d,,P J Browne,"Mr D J Hawkins,mr P Price",6/4,4,2,1,6,4,2 3/4,03.62,"RailsToMid,Baulked1,Crd2",30.71,31.2,30.71
19/05/2024,410913,Hove,14:49:00,19/05/2024,1038868,,4,Flat,False,A7,500.0,1st £130 | Others £50 Race Total £380,0,(1-2) £5.21,(1-2-3) £9.72,1,,541643,Coolemount Boss,Iso Octane,Coolemount Bally,Mar-2019,bk,d,,N E M Mcellistrim,Mr J T Pursey,11/10F,1,1,1,11,10,,03.69,"RailsToMiddle,LedRunIn",30.16,33.0,30.16
19/05/2024,410913,Hove,14:49:00,19/05/2024,1038868,,4,Flat,False,A7,500.0,1st £130 | Others £50 Race Total £380,0,(1-2) £5.21,(1-2-3) £9.72,2,,637528,Razor Gun,Burgess Bucks,Smell The Cookie,Sep-2022,bk,d,,P J Browne,Mr P Price,11/4,2,2,1,11,4,3 1/4,03.58,"QAw,Middle,LedToRunIn",30.42,30.8,30.42
19/05/2024,410913,Hove,14:49:00,19/05/2024,1038868,,4,Flat,False,A7,500.0,1st £130 | Others £50 Race Total £380,0,(1-2) £5.21,(1-2-3) £9.72,3,,636153,Gigis Parachute,Black Parachute,Nametab Gigi,May-2022,bk,d,,C Gardiner,Mr C Gardiner,3/1,3,3,1,3,1,1/2,03.64,"Middle,ClearRun",30.46,31.3,30.46
19/05/2024,410913,Hove,14:49:00,19/05/2024,1038868,,4,Flat,False,A7,500.0,1st £130 | Others £50 Race Total £380,0,(1-2) £5.21,(1-2-3) £9.72,6,,626588,Farranrory Blitz,Magical Bale,Farranrory Miska,Sep-2021,wbk,d,,A J Taylor,Mr D W Perkins,7/1,4,4,1,7,1,7 1/4,03.68,"MiddleToWide,Baulked 1/4",31.04,38.8,31.04
19/05/2024,410913,Hove,14:49:00,19/05/2024,1038868,,4,Flat,False,A7,500.0,1st £130 | Others £50 Race Total £380,0,(1-2) £5.21,(1-2-3) £9.72,4,,639959,Clairekeith Dove,Magical Bale,Boom Time,Sep-2022,bd,b,Unknown,C Gardiner,"Mr R L K Lynn,ms G C Woodroffe",8/1,5,5,1,8,1,1 1/4,03.71,"Middle,BadlyBaulked2",31.14,27.1,31.14
19/05/2024,410913,Hove,14:49:00,19/05/2024,1038868,,4,Flat,False,A7,500.0,1st £130 | Others £50 Race Total £380,0,(1-2) £5.21,(1-2-3) £9.72,5,,599696,Gemini Ksenia,Laughil Blake,Some Ambition,Aug-2020,bk,b,09.Mr.24,A J Taylor,Mr I S L Andrews,18/1,6,6,1,18,1,DIS,03.71,"MiddleToWide,Faded",,29.5,
19/05/2024,410913,Hove,15:07:00,19/05/2024,1038869,,5,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(5-6) £19.66,(5-6-3) £0.00,4,,619302,Paramaribo,Ballymac Anton,Ballymac Razzler,Feb-2021,bk,d,,J J Heath,"Mr J M Pither,mr D J Pollard",,,,,,,,,,,,
19/05/2024,410913,Hove,15:07:00,19/05/2024,1038869,,5,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(5-6) £19.66,(5-6-3) £0.00,5,,625836,Caramels Crisp,Droopys Cain,Fridays Caramel,Aug-2021,bk,d,,A J Taylor,Mr N Friar,5/1,1,5,1,5,1,,03.64,"Middle,Led4",29.98,31.2,29.98
19/05/2024,410913,Hove,15:07:00,19/05/2024,1038869,,5,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(5-6) £19.66,(5-6-3) £0.00,6,,591517,Sharp Josh,Droopys Buick,Ballinakil Biddy,Sep-2020,bk,d,,S A Cahill,Sharp Lads,15/8F,2,1,1,15,8,NK,03.62,"Wide,Led3To4",30.01,31.6,30.01
19/05/2024,410913,Hove,15:07:00,19/05/2024,1038869,,5,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(5-6) £19.66,(5-6-3) £0.00,3,,622409,Kilkenny Millie,Ballymac Best,Lemon Isabella,Apr-2021,bk,b,Suppressed,G S Byford,Mr J Muller,7/2,3,3,1,7,2,2 1/2,03.63,"MiddleToRails,Led1To3",30.19,26.4,30.19
19/05/2024,410913,Hove,15:07:00,19/05/2024,1038869,,5,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(5-6) £19.66,(5-6-3) £0.00,1,,634597,Southdowns Trixi,Burgess Bucks,Coolavanny Twist,Jun-2022,bk,b,Suppressed,C Gardiner,Mrs C J Warren,4/1,4,4,1,4,1,1,03.70,"RailsToMiddle,Crowded1&3",30.27,29.6,30.27
19/05/2024,410913,Hove,15:07:00,19/05/2024,1038869,,5,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(5-6) £19.66,(5-6-3) £0.00,2,,640683,Rules For Some,Broadstrand Bono,Swift Angel,Aug-2022,be,b,Unknown,J J Heath,Mr M J Hughes,9/4,5,2,1,9,4,2,03.72,"Railed,Crowded 1/2,Blk3",30.43,26.8,30.43
19/05/2024,410913,Hove,15:27:00,19/05/2024,1038870,BOLLARDS BIRTHDAY STAKES,6,Flat,False,D2,285.0,1st £130 | Others £50 Race Total £330,0,(3-5) £16.26,(3-5-1) £0.00,6,,,,,,,,,,,,,,,,,,,,,,,
19/05/2024,410913,Hove,15:27:00,19/05/2024,1038870,BOLLARDS BIRTHDAY STAKES,6,Flat,False,D2,285.0,1st £130 | Others £50 Race Total £330,0,(3-5) £16.26,(3-5-1) £0.00,3,,593200,Skilful Cavani,Ballymac Matt,Ballymac Breeze,May-2020,bk,d,,G S Byford,"Mr C M Chandler,mr R Gadd,mrs W M Hayyez,mr L Journet",4/1,1,3,2,4,1,,,"Middle,Led 1/2",16.75,36.3,16.75
19/05/2024,410913,Hove,15:27:00,19/05/2024,1038870,BOLLARDS BIRTHDAY STAKES,6,Flat,False,D2,285.0,1st £130 | Others £50 Race Total £330,0,(3-5) £16.26,(3-5-1) £0.00,5,,632788,Touchdown Evie,Magical Bale,Touchdown Erin,Apr-2022,wbk,b,Suppressed,B S Green,Touchdown Racing,15/8,2,2,1,15,8,5,,"MiddleToWide,Crowded 1/2",17.15,26.1,17.15
19/05/2024,410913,Hove,15:27:00,19/05/2024,1038870,BOLLARDS BIRTHDAY STAKES,6,Flat,False,D2,285.0,1st £130 | Others £50 Race Total £330,0,(3-5) £16.26,(3-5-1) £0.00,1,,619385,Typhoon Bombay,Pestana,Wolfofallstreets,Feb-2021,bebd,d,,B S Green,"Mr P J Hayes,miss K L Phillips-hill,mrs J I Phillips-hill",4/1,3,3,2,4,1,HD,,"Railed,Baulked 1/2",17.17,30.6,17.17
19/05/2024,410913,Hove,15:27:00,19/05/2024,1038870,BOLLARDS BIRTHDAY STAKES,6,Flat,False,D2,285.0,1st £130 | Others £50 Race Total £330,0,(3-5) £16.26,(3-5-1) £0.00,2,,626646,Kirstys Surprise,Lenson Bocko,Slaneyside Mandy,Sep-2021,bk,b,Suppressed,C Gardiner,"Mr R Lamper,mr S A Pentecost",7/4F,4,1,1,7,4,2,,"QAw,Railed,LedTo 1/2,Blk",17.34,27.1,17.34
19/05/2024,410913,Hove,15:27:00,19/05/2024,1038870,BOLLARDS BIRTHDAY STAKES,6,Flat,False,D2,285.0,1st £130 | Others £50 Race Total £330,0,(3-5) £16.26,(3-5-1) £0.00,4,,599661,Genie Norma,Magical Bale,Eager Lady,Aug-2020,bk,b,17.Au.22,B S Green,Amberstone Racing,7/1,5,5,1,7,1,2 1/2,,"Middle,Baulked 1/2",17.53,27.8,17.53
19/05/2024,410913,Hove,15:47:00,19/05/2024,1038871,,7,Flat,False,A9,500.0,1st £115 | Others £45 Race Total £295,0,(6-1) £13.79,(6-1-3) £0.00,5,,,,,,,,,,,,,,,,,,,,,,,
19/05/2024,410913,Hove,15:47:00,19/05/2024,1038871,,7,Flat,False,A9,500.0,1st £115 | Others £45 Race Total £295,0,(6-1) £13.79,(6-1-3) £0.00,6,,591657,Sly Girl,Ballymac Anton,Jamaica Joy,Jul-2020,bef,b,Suppressed,S Maplesden,Mr S Maplesden,7/4F,1,1,1,7,4,,03.56,"QAw,MidToWide,ALed",30.40,27.5,30.40
19/05/2024,410913,Hove,15:47:00,19/05/2024,1038871,,7,Flat,False,A9,500.0,1st £115 | Others £45 Race Total £295,0,(6-1) £13.79,(6-1-3) £0.00,1,,622867,Antigua Belle,Brinkleys Poet,Smell The Cookie,Sep-2021,f,b,Unknown,J J Heath,"Mr A A Martin,mrs H S Martin",6/1,2,5,1,6,1,3 1/4,03.94,"SAw,CrowdedRunIn,RanOn",30.67,26.6,30.67
19/05/2024,410913,Hove,15:47:00,19/05/2024,1038871,,7,Flat,False,A9,500.0,1st £115 | Others £45 Race Total £295,0,(6-1) £13.79,(6-1-3) £0.00,3,,550621,Howareyabebe,Confident Rankin,How Ya Creator,Apr-2019,bk,b,27.Sp.21,A J Taylor,"Mr C R Crockford,mr A C Taylor",5/1,3,4,1,5,1,4,03.76,Handy2To 3/4,30.99,27.6,30.99
19/05/2024,410913,Hove,15:47:00,19/05/2024,1038871,,7,Flat,False,A9,500.0,1st £115 | Others £45 Race Total £295,0,(6-1) £13.79,(6-1-3) £0.00,4,,550166,Glengar Holly,Droopys Jet,Burgess Dancer,Mar-2019,bk,b,Suppressed,S Maplesden,"Mr J P Etherington,miss S L Napper",7/2,4,3,1,7,2,1 1/4,03.82,"Middle,Crowded1",31.09,28.7,31.09
19/05/2024,410913,Hove,15:47:00,19/05/2024,1038871,,7,Flat,False,A9,500.0,1st £115 | Others £45 Race Total £295,0,(6-1) £13.79,(6-1-3) £0.00,2,,641392,Seomra Power,Vulturi,Seomra Oreo,Sep-2022,bebd,b,Unknown,J J Heath,"Mr J M Pither,mr D J Pollard",15/8,5,2,1,15,8,3,03.87,Baulked&FellNearLine,31.33,27.6,31.33
19/05/2024,410913,Hove,16:06:00,19/05/2024,1038872,,8,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(2-6) £6.54,(2-6-1) £0.00,4,,,,,,,,,,,,,,,,,,,,,,,
19/05/2024,410913,Hove,16:06:00,19/05/2024,1038872,,8,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(2-6) £6.54,(2-6-1) £0.00,2,,638487,Diegos Manna,Premier Fantasy,Sidarian Fern,Jul-2022,bk,d,,P J Browne,Mr G D Hammond,15/8,1,2,1,15,8,,03.56,"QAw,RailsToMid,ALed",29.90,33.7,29.90
19/05/2024,410913,Hove,16:06:00,19/05/2024,1038872,,8,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(2-6) £6.54,(2-6-1) £0.00,6,,636755,Tullamore Prince,Pat C Sabbath,Highview Lauren,Jul-2022,f,d,,S Maplesden,Mrs W Maplesden,7/4F,2,1,1,7,4,1 1/4,03.61,"Wide,ClearRun",30.00,32.5,30.00
19/05/2024,410913,Hove,16:06:00,19/05/2024,1038872,,8,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(2-6) £6.54,(2-6-1) £0.00,1,,640684,Bonfire Bullet,Ballymac Cooper,Ballymac Meena,Oct-2022,wbef,b,Unknown,B S Green,"Mr W Boyle,mr G R Whittington",9/4,3,3,1,9,4,3/4,03.71,"SAw,Railed,Crowded1&3",30.07,31.7,30.07
19/05/2024,410913,Hove,16:06:00,19/05/2024,1038872,,8,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(2-6) £6.54,(2-6-1) £0.00,3,,629275,Oioidurrantdream,Airmount Nando,Giddys Dakota,Nov-2021,bk,b,03.Jn.24,A J Taylor,"Mr J Allen,mr J L Hayes,mr P Osborne,mr C D Shambrook",5/1,4,4,1,5,1,3/4,03.64,"RailsToMiddle,Crowded1",30.13,24.3,30.13
19/05/2024,410913,Hove,16:06:00,19/05/2024,1038872,,8,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(2-6) £6.54,(2-6-1) £0.00,5,,610031,Tictoksyd,Droopys Sydney,Amys Vic,Jan-2021,wbe,b,16.Nv.23,N E M Mcellistrim,"Miss N E M Mcellistrim,miss C J Vogt",18/1,5,5,1,18,1,3 1/4,03.74,"Wide,ClearRun",30.38,32.1,30.38
19/05/2024,410913,Hove,16:24:00,19/05/2024,1038873,,9,Flat,False,A11,500.0,1st £105 | Others £45 Race Total £285,0,(6-1) £6.41,(6-1-3) £0.00,4,,,,,,,,,,,,,,,,,,,,,,,
19/05/2024,410913,Hove,16:24:00,19/05/2024,1038873,,9,Flat,False,A11,500.0,1st £105 | Others £45 Race Total £285,0,(6-1) £6.41,(6-1-3) £0.00,6,,641101,Bling Bling Dora,Ballymac Bolger,Bling Bling Lola,Jul-2022,bk,b,Unknown,A J Taylor,"Mr R P Crockford,mr A C Taylor,mr P D Whelan",11/4,1,2,1,11,4,,03.69,"QAw,Wide,AlwaysLed",30.72,26.1,30.72
19/05/2024,410913,Hove,16:24:00,19/05/2024,1038873,,9,Flat,False,A11,500.0,1st £105 | Others £45 Race Total £285,0,(6-1) £6.41,(6-1-3) £0.00,1,,640468,Sumbeachsumwhere,Smurfs Machine,Slippy Eva,Oct-2022,bk,b,,S A Cahill,This Is It,10/11F,2,1,1,10,11,3/4,03.85,"Railed,Crowded1",30.79,28.1,30.79
19/05/2024,410913,Hove,16:24:00,19/05/2024,1038873,,9,Flat,False,A11,500.0,1st £105 | Others £45 Race Total £285,0,(6-1) £6.41,(6-1-3) £0.00,3,,640075,Lunas Fat Boy,Out Of Range ASB,Galaxy Star,May-2022,be,d,,S Maplesden,Mr S Maplesden,5/1,3,4,1,5,1,3/4,03.75,"Baulked1,RanOn",30.85,29.5,30.85
19/05/2024,410913,Hove,16:24:00,19/05/2024,1038873,,9,Flat,False,A11,500.0,1st £105 | Others £45 Race Total £285,0,(6-1) £6.41,(6-1-3) £0.00,5,,641354,Blitzkrieg Punk,Dorotas Wildcat,Rising Diamond,Sep-2022,bk,d,,S Maplesden,Mr M B Christelow,12/1,4,5,1,12,1,2 1/2,03.83,"SAw,MiddleToWide",31.04,30.7,31.04
19/05/2024,410913,Hove,16:24:00,19/05/2024,1038873,,9,Flat,False,A11,500.0,1st £105 | Others £45 Race Total £285,0,(6-1) £6.41,(6-1-3) £0.00,2,,631444,Nunhead Joanie,Magical Bale,View Doolin,Sep-2021,bk,b,16.Fb.24,A J Taylor,Mr A Mcnamara,4/1,5,3,1,4,1,7 1/4,03.93,SoonOutpaced,31.62,26.7,31.62
19/05/2024,410913,Hove,16:42:00,19/05/2024,1038874,,10,Flat,False,A10,500.0,1st £115 | Others £45 Race Total £295,0,(6-2) £3.09,(6-2-1) £0.00,5,,,,,,,,,,,,,,,,,,,,,,,
19/05/2024,410913,Hove,16:42:00,19/05/2024,1038874,,10,Flat,False,A10,500.0,1st £115 | Others £45 Race Total £295,0,(6-2) £3.09,(6-2-1) £0.00,6,,600202,Sid Aint Vicious,Pat C Sabbath,Highview Lauren,Sep-2020,bk,d,,S Maplesden,"Mrs E B Betancourt,mr M B Christelow,mr A E O'shaughnessy",5/6F,1,1,1,5,6,,03.56,"QAw,Wide,AlwaysLed",30.66,30.0,30.66
19/05/2024,410913,Hove,16:42:00,19/05/2024,1038874,,10,Flat,False,A10,500.0,1st £115 | Others £45 Race Total £295,0,(6-2) £3.09,(6-2-1) £0.00,2,,630934,Smooth As Satin,Riverside Oscar,Slippery Louise,Feb-2022,bk,b,Unknown,P J Browne,"Mr S Kennedy,mrs J Kennedy",15/8,2,2,1,15,8,1 1/4,03.74,"RailsToMiddle,ClearRun",30.76,23.5,30.76
19/05/2024,410913,Hove,16:42:00,19/05/2024,1038874,,10,Flat,False,A10,500.0,1st £115 | Others £45 Race Total £295,0,(6-2) £3.09,(6-2-1) £0.00,1,,549004,Rogue Angel,Confident Rankin,Swift Sarge,Aug-2019,bk,b,Suppressed,B S Green,"Mr B W Firkins,mr M J Firkins,miss B S Green,miss L S Hinch",4/1,3,3,1,4,1,1 1/2,03.75,"RailsToMiddle,ClearRun",30.88,28.8,30.88
19/05/2024,410913,Hove,16:42:00,19/05/2024,1038874,,10,Flat,False,A10,500.0,1st £115 | Others £45 Race Total £295,0,(6-2) £3.09,(6-2-1) £0.00,4,,619268,Isthatok,All About Ya,Enable,Dec-2020,bk,d,,A J Taylor,Mr T J Harmsworth,14/1,4,5,1,14,1,1 3/4,03.79,"SlowAway,Middle",31.03,36.5,31.03
19/05/2024,410913,Hove,16:42:00,19/05/2024,1038874,,10,Flat,False,A10,500.0,1st £115 | Others £45 Race Total £295,0,(6-2) £3.09,(6-2-1) £0.00,3,,635022,Inspeed Alina,Ballymac Inspeed,Droopys Alina,Apr-2022,bk,b,Unknown,J J Heath,Mr A R Poulter,12/1,5,4,1,12,1,1 1/4,03.83,"SlowAway,Middle,Crowded3",31.13,28.3,31.13
19/05/2024,410913,Hove,16:59:00,19/05/2024,1038875,,11,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(4-1) £10.11,(4-1-6) £0.00,5,,,,,,,,,,,,,,,,,,,,,,,
19/05/2024,410913,Hove,16:59:00,19/05/2024,1038875,,11,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(4-1) £10.11,(4-1-6) £0.00,4,,621149,Tolerance,Good News,Banabane,Apr-2021,bk,d,,S A Cahill,Mr S A Cahill,15/8F,1,1,1,15,8,,03.66,"Crowded1,Middle,RanOn",30.11,32.5,30.11
19/05/2024,410913,Hove,16:59:00,19/05/2024,1038875,,11,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(4-1) £10.11,(4-1-6) £0.00,1,,591795,Usetheforce Luke,Farloe Rumble,Glenside Product,Jul-2020,bk,d,,S Maplesden,Mr S Maplesden,7/2,2,4,1,7,2,HD,03.64,"QAw,RailsToMid,LedToNrLn",30.13,32.1,30.13
19/05/2024,410913,Hove,16:59:00,19/05/2024,1038875,,11,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(4-1) £10.11,(4-1-6) £0.00,6,,602431,Matts Syd,Droopys Sydney,Swabys Distance,Jun-2020,wbd,d,,B S Green,"Mr A K Jones,mr L D Wallington",9/4,3,2,2,9,4,1 1/4,03.65,"Wide,ClearRun",30.23,32.3,30.23
19/05/2024,410913,Hove,16:59:00,19/05/2024,1038875,,11,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(4-1) £10.11,(4-1-6) £0.00,3,,621143,Awareness,Good News,Banabane,Apr-2021,be,d,,S A Cahill,Mr S A Cahill,18/1,4,5,1,18,1,8,03.65,Baulked1&2,30.87,27.7,30.87
19/05/2024,410913,Hove,16:59:00,19/05/2024,1038875,,11,Flat,False,A5,500.0,1st £140 | Others £55 Race Total £360,0,(4-1) £10.11,(4-1-6) £0.00,2,,634659,Gingers Tina,Good News,Impact Iowa,Apr-2022,wbk,b,01.Fb.24,M L Locke,Ginger Nuts Syndicate,9/4,5,2,2,9,4,5 3/4,03.71,"SlowAway,Baulked1",31.34,26.9,31.34
19/05/2024,410913,Hove,17:19:00,19/05/2024,1038876,,12,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(4-3) £9.19,(4-3-2) £0.00,5,,,,,,,,,,,,,,,,,,,,,,,
19/05/2024,410913,Hove,17:19:00,19/05/2024,1038876,,12,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(4-3) £9.19,(4-3-2) £0.00,4,,546043,Sharp Teddy,Forest Con,Ballinakil Biddy,May-2019,bk,d,,S A Cahill,Sharp Lads,13/8F,1,1,1,13,8,,03.63,"Middle,LedNearLine",30.36,36.4,30.36
19/05/2024,410913,Hove,17:19:00,19/05/2024,1038876,,12,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(4-3) £9.19,(4-3-2) £0.00,3,,625550,Ten Sixty Six,Droopys Sydney,Destinys Child,Sep-2021,bk,d,,M J Watson,Manweb Dog Syndicate,4/1,2,4,2,4,1,1/2,03.64,"EarlyPace,Led1ToNearLine",30.41,34.8,30.41
19/05/2024,410913,Hove,17:19:00,19/05/2024,1038876,,12,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(4-3) £9.19,(4-3-2) £0.00,2,,637711,Trap Happy,Dromana Bucko,Droopys Loom,Mar-2022,bk,d,,C Gardiner,Mr C Gardiner,4/1,3,4,2,4,1,1 1/4,03.78,"RailsToMiddle,ClearRun",30.50,34.4,30.50
19/05/2024,410913,Hove,17:19:00,19/05/2024,1038876,,12,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(4-3) £9.19,(4-3-2) £0.00,1,,621148,Agreement,Good News,Banabane,Apr-2021,bk,d,,S A Cahill,Mr S A Cahill,10/3,4,2,1,10,3,1/2,03.76,"Railed,Crowded2",30.55,32.5,30.55
19/05/2024,410913,Hove,17:19:00,19/05/2024,1038876,,12,Flat,False,A4,500.0,1st £145 | Others £55 Race Total £365,0,(4-3) £9.19,(4-3-2) £0.00,6,,629533,Clairkeith Rayna,Pestana,Droopys Ant,Sep-2021,bk,b,Unknown,C Gardiner,"Mr R L K Lynn,ms G C Woodroffe",7/2,5,3,1,7,2,1 1/2,03.68,"Wide,ClearRun",30.66,27.7,30.66
19/05/2024,410859,Valley,11:11:00,19/05/2024,1038541,Valley Sunday 19th May 2024,1,Flat,False,A1,460.0,1st £130 | Others £50 Race Total £380,0,(1-5) £28.77,(1-5-6) £71.66,1,,624280,Catunda Spirit,Droopys Sydney,Murlens Maura,May-2021,be,b,Unknown,M A Thomas,Mr M A Thomas,10/3,1,3,1,10,3,,05.59,"BBmp&LedRunUp,Rls",28.94,28.2,28.94
19/05/2024,410859,Valley,11:11:00,19/05/2024,1038541,Valley Sunday 19th May 2024,1,Flat,False,A1,460.0,1st £130 | Others £50 Race Total £380,0,(1-5) £28.77,(1-5-6) £71.66,5,,600840,Craiobhin Spud,Ballymac Anton,Jamaica Joy,Jul-2020,f,d,,S A Howard,Mr S Jones,5/1,2,4,2,5,1,2 3/4,05.67,"BmpRunUp&1,2ndFr 3/4",29.16,32.8,29.16
19/05/2024,410859,Valley,11:11:00,19/05/2024,1038541,Valley Sunday 19th May 2024,1,Flat,False,A1,460.0,1st £130 | Others £50 Race Total £380,0,(1-5) £28.77,(1-5-6) £71.66,6,,620051,Splendide Mendax,Ballymac Best,Finulagh Limini,Mar-2021,bk,d,,L Williams,Mr S Jones,9/4,3,2,1,9,4,HD,05.61,"2ndTo 3/4,Wide",29.18,31.2,29.18
19/05/2024,410859,Valley,11:11:00,19/05/2024,1038541,Valley Sunday 19th May 2024,1,Flat,False,A1,460.0,1st £130 | Others £50 Race Total £380,0,(1-5) £28.77,(1-5-6) £71.66,3,,635766,Hawkfield Coco,Ballymac Bolger,Brownstown Tango,May-2022,wbe,b,,L Williams,Mr M D Tams,6/1,4,6,1,6,1,3 1/4,05.66,"QAw,BmpRunUp&1,Crd2",29.44,26.8,29.44
19/05/2024,410859,Valley,11:11:00,19/05/2024,1038541,Valley Sunday 19th May 2024,1,Flat,False,A1,460.0,1st £130 | Others £50 Race Total £380,0,(1-5) £28.77,(1-5-6) £71.66,2,,619311,Belfast Lad,Ballymac Eske,Julies Paradise,Sep-2020,bk,d,,D S Davy,"Mr T Hibbert,mr S A Hutchinson",5/1,5,4,2,5,1,2 1/2,05.77,BBmpRunUp&2&RunIn,29.64,30.2,29.64
19/05/2024,410859,Valley,11:11:00,19/05/2024,1038541,Valley Sunday 19th May 2024,1,Flat,False,A1,460.0,1st £130 | Others £50 Race Total £380,0,(1-5) £28.77,(1-5-6) £71.66,4,,629396,Random Vicky,Ballymac Vic,Deadly Robin,Oct-2021,be,b,Unknown,D S Davy,Miss D S Davy,2/1F,6,1,1,2,1,2,05.68,"BmpRunUp&1,BBmpRunIn",29.80,24.8,29.80
19/05/2024,410859,Valley,11:31:00,19/05/2024,1038542,VALLEY OPEN STANDARD,2,Flat,False,OR,460.0,1st £275 | Others £60 Race Total £575,0,(1-2) £12.59,(1-2-6) £23.70,1,,633667,Droopys Nijinsky,Broadstrand Bono,Droopys Miriam,May-2022,bk,d,,D S Davy,Mrs J Barclay,6/4F,1,1,1,6,4,,05.64,"Crd&Led1,Rls",28.88,34.8,28.88
19/05/2024,410859,Valley,11:31:00,19/05/2024,1038542,VALLEY OPEN STANDARD,2,Flat,False,OR,460.0,1st £275 | Others £60 Race Total £575,0,(1-2) £12.59,(1-2-6) £23.70,2,,622720,Abigails Chance,Grangeview Ten,Clever Princess,Apr-2021,bk,d,,R Williams,Mr R Williams,6/1,2,5,1,6,1,2,05.68,FcdTCk&BBmp1,29.04,32.6,29.04
19/05/2024,410859,Valley,11:31:00,19/05/2024,1038542,VALLEY OPEN STANDARD,2,Flat,False,OR,460.0,1st £275 | Others £60 Race Total £575,0,(1-2) £12.59,(1-2-6) £23.70,6,,635520,Hawkfield Irish,Ballymac Bolger,Brownstown Tango,May-2022,be,d,,D S Davy,Mr D J Davy,13/8,3,2,1,13,8,6,05.61,"QAw,Crd1&3,FcdTCk4",29.52,32.8,29.52
